Sales Key,Order ID,Order Date,Customer ID,Product ID,Sales,Quantity,Discount,Profit
74,US-2023-100073,2024-06-07,CU-10117,OFF-ST-1073,57.68,4,0.0,20.64
75,US-2023-100074,2025-01-08,CU-10106,OFF-PA-1074,348.32,10,0.3,127.27
76,US-2023-100075,2024-01-24,CU-10070,OFF-BI-1075,106.37,8,0.2,27.13
77,US-2023-100076,2024-07-25,CU-10009,TEC-PH-1076,5599.12,8,0.0,455.63
78,US-2023-100077,2023-05-02,CU-10003,TEC-PH-1077,1618.72,2,0.0,79.9
79,US-2023-100078,2024-11-08,CU-10078,OFF-ST-1078,389.44,10,0.2,66.9
80,US-2023-100079,2025-02-28,CU-10039,TEC-PH-1079,8743.2,12,0.0,1024.55
81,US-2023-100080,2024-03-07,CU-10099,FUR-BO-1080,2572.91,13,0.4,-131.03
82,US-2023-100081,2025-11-17,CU-10019,FUR-BO-1081,2825.82,12,0.1,111.63
83,US-2023-100082,2024-08-02,CU-10079,TEC-CO-1082,5187.6,10,0.0,1277.19
84,US-2023-100083,2024-09-04,CU-10111,OFF-AR-1083,462.3,10,0.0,160.48
85,US-2023-100084,2023-11-11,CU-10090,OFF-LA-1084,31.98,1,0.0,3.7
86,US-2023-100085,2024-06-28,CU-10018,TEC-MA-1085,3503.36,6,0.1,391.8
87,US-2023-100086,2024-07-30,CU-10066,TEC-AC-1086,354.02,1,0.3,68.99
88,US-2023-100087,2024-05-11,CU-10090,TEC-MA-1087,3510.95,5,0.0,486.43
89,US-2023-100088,2024-10-08,CU-10087,OFF-ST-1088,149.25,5,0.0,16.08
90,US-2023-100089,2023-12-23,CU-10015,FUR-TA-1089,888.55,5,0.15,140.56
91,US-2023-100090,2025-09-27,CU-10020,FUR-CH-1090,1152.93,4,0.3,-45.24
92,US-2023-100091,2024-08-21,CU-10092,OFF-AR-1091,141.05,9,0.4,26.79
93,US-2023-100092,2024-08-19,CU-10064,OFF-LA-1092,250.94,6,0.2,41.82
94,US-2023-100093,2025-02-11,CU-10053,OFF-PA-1093,496.9,12,0.2,180.6
95,US-2023-100094,2025-12-28,CU-10027,OFF-ST-1094,159.6,4,0.0,23.52
96,US-2023-100095,2024-02-02,CU-10034,TEC-CO-1095,615.3,3,0.0,128.75
97,US-2023-100096,2023-09-15,CU-10083,OFF-BI-1096,268.97,13,0.0,52.94
98,US-2023-100097,2025-08-19,CU-10034,FUR-BO-1097,1848.15,11,0.3,183.03
99,US-2023-100098,2025-02-18,CU-10069,OFF-ST-1098,262.46,7,0.1,96.48
100,US-2023-100099,2023-02-04,CU-10012,TEC-AC-1099,2568.1,5,0.0,-37.43
101,US-2023-100100,2025-04-16,CU-10038,TEC-CO-1100,2135.11,6,0.15,449.26
102,US-2023-100101,2023-09-01,CU-10032,FUR-FU-1101,703.76,2,0.0,-59.23
103,US-2023-100102,2023-04-06,CU-10102,OFF-BI-1102,216.04,11,0.0,70.91
104,US-2023-100103,2024-08-29,CU-10054,OFF-BI-1103,199.24,10,0.15,44.08
105,US-2023-100104,2025-02-21,CU-10037,FUR-BO-1104,1755.4,10,0.0,-82.7
106,US-2023-100105,2023-02-18,CU-10007,FUR-FU-1105,2841.39,9,0.0,461.8
107,US-2023-100106,2025-11-13,CU-10054,OFF-PA-1106,157.43,4,0.1,37.04
108,US-2023-100107,2024-02-11,CU-10055,OFF-BI-1107,164.92,7,0.0,49.04
109,US-2023-100108,2024-01-17,CU-10018,OFF-PA-1108,164.12,5,0.1,14.74
110,US-2023-100109,2023-01-11,CU-10071,FUR-TA-1109,3896.76,12,0.0,704.0
111,US-2023-100110,2024-01-08,CU-10056,OFF-BI-1110,50.13,3,0.0,9.87
112,US-2023-100111,2023-03-27,CU-10078,OFF-PA-1111,27.69,1,0.0,7.01
113,US-2023-100112,2025-05-28,CU-10003,FUR-BO-1112,776.64,2,0.0,120.93
114,US-2023-100113,2023-04-24,CU-10083,FUR-FU-1113,945.61,6,0.4,69.08
115,US-2023-100114,2025-10-10,CU-10096,OFF-ST-1114,372.84,13,0.0,91.5
116,US-2023-100115,2024-12-18,CU-10026,TEC-PH-1115,3551.2,8,0.0,353.19
117,US-2023-100116,2024-02-20,CU-10096,OFF-PA-1116,219.84,6,0.0,58.83
118,US-2023-100117,2024-02-10,CU-10116,FUR-CH-1117,1296.96,3,0.0,-46.22
119,US-2023-100118,2025-04-10,CU-10063,TEC-CO-1118,5239.04,8,0.0,1328.91
120,US-2023-100119,2023-04-24,CU-10110,FUR-BO-1119,3277.17,9,0.0,403.22
121,US-2023-100120,2023-09-20,CU-10024,TEC-PH-1120,3987.8,5,0.0,556.39
122,US-2023-100121,2025-01-06,CU-10052,OFF-ST-1121,555.88,13,0.2,70.2
123,US-2023-100122,2025-11-20,CU-10069,TEC-PH-1122,2043.26,7,0.5,310.91
124,US-2023-100123,2025-10-21,CU-10015,TEC-PH-1123,4327.29,11,0.0,1005.23
125,US-2023-100124,2025-10-27,CU-10060,FUR-TA-1124,2309.39,9,0.1,-203.16
126,US-2023-100125,2025-11-19,CU-10111,FUR-BO-1125,498.42,5,0.4,10.72
127,US-2023-100126,2024-03-30,CU-10029,TEC-AC-1126,4425.66,9,0.0,-85.11
128,US-2023-100127,2024-02-09,CU-10057,OFF-BI-1127,203.52,4,0.0,71.39
129,US-2023-100128,2025-09-26,CU-10033,FUR-FU-1128,3239.4,7,0.1,62.1
130,US-2023-100129,2025-12-20,CU-10020,FUR-CH-1129,2139.44,4,0.0,342.72
131,US-2023-100130,2024-08-15,CU-10015,TEC-CO-1130,1482.28,2,0.0,197.22
132,US-2023-100131,2023-08-25,CU-10052,OFF-ST-1131,167.22,6,0.0,16.21
133,US-2023-100132,2024-09-14,CU-10086,OFF-LA-1132,19.19,1,0.0,6.96
134,US-2023-100133,2024-02-25,CU-10079,OFF-LA-1133,19.03,1,0.0,2.45
135,US-2023-100134,2024-02-04,CU-10031,FUR-TA-1134,3410.53,11,0.2,629.76
136,US-2023-100135,2023-05-03,CU-10056,TEC-MA-1135,3620.65,5,0.0,89.95
137,US-2023-100136,2023-07-23,CU-10020,OFF-ST-1136,137.76,10,0.3,17.41
138,US-2023-100137,2024-10-07,CU-10063,OFF-ST-1137,431.21,13,0.0,84.75
139,US-2023-100138,2025-03-15,CU-10028,FUR-TA-1138,2951.4,13,0.3,125.93
140,US-2023-100139,2025-05-27,CU-10086,OFF-AR-1139,396.01,9,0.1,69.03
141,US-2023-100140,2025-05-02,CU-10111,OFF-PA-1140,317.81,11,0.15,66.08
142,US-2023-100141,2024-10-17,CU-10041,OFF-BI-1141,505.2,10,0.0,52.15
143,US-2023-100142,2025-05-29,CU-10033,OFF-PA-1142,457.16,12,0.15,56.03
144,US-2023-100143,2025-05-13,CU-10096,OFF-PA-1143,61.01,2,0.15,5.55
145,US-2023-100144,2023-09-21,CU-10069,OFF-LA-1144,250.03,11,0.0,30.73
146,US-2023-100145,2024-01-12,CU-10086,OFF-AR-1145,72.24,4,0.0,11.62
147,US-2023-100146,2025-09-14,CU-10064,OFF-LA-1146,222.08,9,0.5,56.42
148,US-2023-100147,2025-07-01,CU-10060,FUR-CH-1147,327.81,1,0.0,7.28
149,US-2023-100148,2025-04-16,CU-10077,OFF-BI-1148,266.92,11,0.5,88.58
150,US-2023-100149,2023-06-25,CU-10015,OFF-PA-1149,317.65,13,0.1,50.47
151,US-2023-100150,2023-09-03,CU-10089,OFF-LA-1150,456.06,11,0.0,55.93
152,US-2023-100151,2025-12-09,CU-10110,OFF-BI-1151,247.5,11,0.0,88.94
153,US-2023-100152,2023-01-06,CU-10118,TEC-MA-1152,4023.89,11,0.2,136.5
154,US-2023-100153,2024-09-18,CU-10043,FUR-BO-1153,3284.54,7,0.0,61.0
155,US-2023-100154,2023-06-21,CU-10028,OFF-BI-1154,309.52,7,0.1,85.77
156,US-2023-100155,2023-06-30,CU-10078,OFF-LA-1155,445.7,10,0.0,93.81
157,US-2023-100156,2023-07-10,CU-10048,TEC-MA-1156,8950.2,12,0.0,467.56
158,US-2023-100157,2023-10-30,CU-10002,OFF-ST-1157,353.64,12,0.0,41.94
159,US-2023-100158,2024-04-20,CU-10019,TEC-CO-1158,4257.72,12,0.0,980.24
160,US-2023-100159,2023-04-19,CU-10064,TEC-PH-1159,9038.77,13,0.0,2106.06
161,US-2023-100160,2025-12-15,CU-10005,OFF-AR-1160,45.26,2,0.0,10.03
162,US-2023-100161,2025-07-29,CU-10099,OFF-LA-1161,413.1,10,0.0,52.28
163,US-2023-100162,2024-05-12,CU-10000,TEC-CO-1162,3169.95,5,0.0,843.17
164,US-2023-100163,2024-10-16,CU-10073,TEC-MA-1163,3032.36,5,0.3,183.14
165,US-2023-100164,2023-08-16,CU-10028,TEC-AC-1164,297.25,1,0.15,41.33
166,US-2023-100165,2024-06-03,CU-10054,FUR-FU-1165,3160.14,6,0.0,394.74
167,US-2023-100166,2024-07-29,CU-10026,FUR-FU-1166,3193.33,7,0.0,-98.28
168,US-2023-100167,2024-01-09,CU-10053,TEC-AC-1167,3666.39,7,0.0,594.44
169,US-2023-100168,2023-01-19,CU-10100,OFF-PA-1168,75.35,2,0.3,26.11
170,US-2023-100169,2025-06-26,CU-10034,FUR-BO-1169,545.67,1,0.0,-32.87
171,US-2023-100170,2025-03-16,CU-10010,TEC-AC-1170,4246.13,9,0.15,442.52
172,US-2023-100171,2023-07-03,CU-10008,OFF-AR-1171,36.75,2,0.2,6.21
173,US-2023-100172,2024-12-08,CU-10105,OFF-AR-1172,87.74,3,0.3,13.91
174,US-2023-100173,2023-09-30,CU-10040,OFF-AR-1173,147.74,9,0.1,40.25
175,US-2023-100174,2024-10-29,CU-10090,FUR-CH-1174,796.65,3,0.15,-23.01
176,US-2023-100175,2024-05-23,CU-10004,OFF-ST-1175,467.46,9,0.0,106.86
177,US-2023-100176,2025-12-30,CU-10014,OFF-ST-1176,401.64,12,0.0,144.05
178,US-2023-100177,2024-10-07,CU-10051,FUR-BO-1177,2304.84,6,0.15,-208.25
179,US-2023-100178,2025-12-05,CU-10012,OFF-BI-1178,198.85,5,0.0,59.24
180,US-2023-100179,2023-10-01,CU-10113,TEC-CO-1179,4579.64,13,0.0,206.68
181,US-2023-100180,2024-12-01,CU-10090,OFF-LA-1180,309.02,9,0.3,40.53
182,US-2023-100181,2025-01-02,CU-10026,TEC-MA-1181,9018.46,13,0.15,457.59
183,US-2023-100182,2024-11-29,CU-10009,OFF-ST-1182,266.04,6,0.0,45.01
184,US-2023-100183,2024-04-16,CU-10063,OFF-ST-1183,360.4,10,0.0,59.43
185,US-2023-100184,2023-10-07,CU-10107,FUR-BO-1184,859.07,8,0.2,-45.86
186,US-2023-100185,2023-09-08,CU-10080,TEC-PH-1185,2489.88,12,0.0,600.49
187,US-2023-100186,2025-01-17,CU-10107,TEC-AC-1186,6785.12,8,0.0,407.66
188,US-2023-100187,2025-04-25,CU-10088,OFF-BI-1187,132.8,10,0.0,34.95
189,US-2023-100188,2024-11-23,CU-10062,FUR-TA-1188,2670.15,7,0.0,-232.93
190,US-2023-100189,2024-09-22,CU-10019,TEC-PH-1189,3065.97,13,0.3,-75.55
191,US-2023-100190,2024-07-22,CU-10061,TEC-CO-1190,9288.86,12,0.1,-60.87
192,US-2023-100191,2023-03-08,CU-10112,OFF-ST-1191,87.88,2,0.0,25.39
193,US-2023-100192,2024-07-28,CU-10086,TEC-MA-1192,4509.1,10,0.0,161.76
194,US-2023-100193,2024-10-12,CU-10062,TEC-PH-1193,3895.85,5,0.0,606.19
195,US-2023-100194,2023-05-17,CU-10011,FUR-FU-1194,823.06,2,0.0,-64.71
196,US-2023-100195,2025-04-06,CU-10016,TEC-MA-1195,5411.42,7,0.0,1384.74
197,US-2023-100196,2023-07-27,CU-10042,FUR-CH-1196,834.4,2,0.0,-11.7
198,US-2023-100197,2023-08-19,CU-10082,OFF-ST-1197,38.61,1,0.0,10.25
199,US-2023-100198,2024-03-28,CU-10054,OFF-ST-1198,314.16,11,0.0,77.93
200,US-2023-100199,2024-11-24,CU-10090,FUR-CH-1199,5780.72,11,0.0,464.84
201,US-2023-100200,2025-09-17,CU-10092,TEC-AC-1200,2974.4,13,0.0,398.86
202,US-2023-100201,2025-05-19,CU-10011,OFF-BI-1201,288.97,11,0.0,105.02
203,US-2023-100202,2023-01-21,CU-10024,OFF-LA-1202,114.45,7,0.0,39.95
204,US-2023-100203,2025-12-17,CU-10116,TEC-AC-1203,1872.24,6,0.2,162.82
205,US-2023-100204,2025-09-26,CU-10027,FUR-CH-1204,1134.43,6,0.1,-51.73
206,US-2023-100205,2024-02-13,CU-10060,OFF-PA-1205,156.02,7,0.2,37.69
207,US-2023-100206,2023-02-15,CU-10051,OFF-BI-1206,38.47,2,0.15,4.2
208,US-2023-100207,2025-09-20,CU-10027,OFF-AR-1207,351.26,13,0.0,79.3
209,US-2023-100208,2025-05-06,CU-10053,TEC-PH-1208,907.6,4,0.0,38.19
210,US-2023-100209,2025-06-22,CU-10042,OFF-BI-1209,161.46,6,0.0,15.65
211,US-2023-100210,2023-09-05,CU-10034,TEC-CO-1210,3931.48,7,0.0,794.87
212,US-2023-100211,2025-03-14,CU-10057,TEC-MA-1211,3155.08,11,0.3,-5.36
213,US-2023-100212,2024-05-03,CU-10004,FUR-TA-1212,4600.23,11,0.1,722.5
214,US-2023-100213,2025-04-04,CU-10117,OFF-BI-1213,116.76,4,0.0,38.98
215,US-2023-100214,2025-08-01,CU-10110,OFF-PA-1214,140.64,6,0.0,16.25
216,US-2023-100215,2024-10-28,CU-10066,OFF-LA-1215,357.63,13,0.4,114.96
217,US-2023-100216,2025-10-12,CU-10067,OFF-LA-1216,208.04,4,0.0,49.75
218,US-2023-100217,2023-10-13,CU-10040,FUR-FU-1217,1479.81,7,0.1,-95.3
219,US-2023-100218,2023-10-14,CU-10031,OFF-PA-1218,313.1,10,0.0,31.7
220,US-2023-100219,2025-04-17,CU-10037,TEC-MA-1219,388.54,2,0.3,98.79
221,US-2023-100220,2023-12-24,CU-10081,FUR-CH-1220,2373.13,12,0.15,-189.5
222,US-2023-100221,2023-05-08,CU-10012,FUR-TA-1221,4608.45,13,0.2,-272.17
223,US-2023-100222,2025-10-25,CU-10104,FUR-CH-1222,1165.9,5,0.0,-47.7
224,US-2023-100223,2023-12-03,CU-10039,OFF-PA-1223,283.14,11,0.1,101.89
225,US-2023-100224,2023-05-15,CU-10109,OFF-BI-1224,544.4,10,0.0,53.26
226,US-2023-100225,2023-02-03,CU-10084,TEC-AC-1225,6778.94,12,0.1,1331.19
227,US-2023-100226,2024-07-29,CU-10005,FUR-TA-1226,4806.84,12,0.0,-209.43
228,US-2023-100227,2025-02-11,CU-10037,TEC-PH-1227,3358.6,10,0.0,878.68
229,US-2023-100228,2024-10-05,CU-10025,FUR-CH-1228,1433.5,10,0.0,170.37
230,US-2023-100229,2023-12-10,CU-10025,OFF-ST-1229,173.35,5,0.0,43.24
231,US-2023-100230,2024-11-08,CU-10099,FUR-CH-1230,1235.9,5,0.0,159.71
232,US-2023-100231,2024-11-05,CU-10101,OFF-BI-1231,23.67,2,0.5,3.14
233,US-2023-100232,2023-05-26,CU-10050,OFF-ST-1232,202.29,11,0.0,56.02
234,US-2023-100233,2025-07-01,CU-10066,FUR-BO-1233,434.35,1,0.0,50.87
235,US-2023-100234,2025-12-21,CU-10084,FUR-BO-1234,487.79,1,0.0,31.45
236,US-2023-100235,2023-11-09,CU-10106,TEC-AC-1235,1529.76,2,0.0,173.31
237,US-2023-100236,2023-05-03,CU-10110,OFF-PA-1236,173.3,5,0.0,29.13
238,US-2023-100237,2025-04-19,CU-10103,TEC-PH-1237,2094.98,8,0.1,469.9
239,US-2023-100238,2024-04-23,CU-10068,TEC-PH-1238,2547.25,13,0.15,-21.5
240,US-2023-100239,2024-01-12,CU-10101,OFF-BI-1239,304.85,13,0.0,32.67
241,US-2023-100240,2024-11-01,CU-10026,TEC-CO-1240,3644.59,11,0.1,215.85
242,US-2023-100241,2024-08-08,CU-10064,OFF-LA-1241,232.4,7,0.0,32.77
243,US-2023-100242,2023-05-31,CU-10102,FUR-BO-1242,1163.4,10,0.3,136.94
244,US-2023-100243,2023-03-02,CU-10101,TEC-CO-1243,5986.0,10,0.0,1072.58
245,US-2023-100244,2023-03-06,CU-10022,TEC-MA-1244,4017.78,13,0.0,529.67
246,US-2023-100245,2025-07-07,CU-10006,OFF-ST-1245,274.99,8,0.15,72.18
247,US-2023-100246,2025-05-25,CU-10113,FUR-TA-1246,1117.25,4,0.2,115.88
248,US-2023-100247,2024-03-13,CU-10021,TEC-AC-1247,4817.04,8,0.0,500.37
249,US-2023-100248,2023-02-09,CU-10044,FUR-CH-1248,414.08,2,0.0,75.88
250,US-2023-100249,2025-12-16,CU-10113,TEC-MA-1249,2901.2,5,0.2,9.42
251,US-2023-100250,2025-09-14,CU-10022,TEC-PH-1250,5994.65,12,0.1,200.95
252,US-2023-100251,2025-01-13,CU-10023,TEC-AC-1251,4273.39,11,0.0,1077.34
253,US-2023-100252,2023-03-03,CU-10093,OFF-ST-1252,33.22,2,0.0,10.66
254,US-2023-100253,2023-01-23,CU-10109,FUR-BO-1253,2026.37,8,0.1,351.9
255,US-2023-100254,2025-11-21,CU-10005,OFF-LA-1254,321.33,9,0.1,24.08
256,US-2023-100255,2025-09-23,CU-10020,FUR-CH-1255,2383.92,7,0.0,4.57
257,US-2023-100256,2023-06-01,CU-10106,FUR-FU-1256,1249.65,5,0.0,62.21
258,US-2023-100257,2025-04-11,CU-10039,FUR-TA-1257,1288.32,4,0.0,109.89
259,US-2023-100258,2023-05-07,CU-10029,OFF-AR-1258,15.08,1,0.1,5.56
260,US-2023-100259,2024-12-22,CU-10076,OFF-LA-1259,303.19,9,0.2,32.35
261,US-2023-100260,2024-02-22,CU-10034,FUR-BO-1260,314.23,1,0.0,-15.78
262,US-2023-100261,2023-04-06,CU-10102,OFF-LA-1261,35.07,2,0.3,3.39
263,US-2023-100262,2025-10-23,CU-10068,OFF-ST-1262,267.12,6,0.0,30.25
264,US-2023-100263,2025-05-30,CU-10094,TEC-MA-1263,5003.47,11,0.15,256.88
265,US-2023-100264,2023-11-25,CU-10045,TEC-CO-1264,10230.36,12,0.0,2552.96
266,US-2023-100265,2023-06-13,CU-10085,OFF-PA-1265,64.0,4,0.0,21.53
267,US-2023-100266,2025-02-05,CU-10022,FUR-CH-1266,1957.05,11,0.15,250.49
268,US-2023-100267,2023-11-11,CU-10031,TEC-CO-1267,5736.81,11,0.2,1537.06
269,US-2023-100268,2023-09-14,CU-10047,TEC-MA-1268,3507.12,6,0.0,132.33
270,US-2023-100269,2025-01-25,CU-10109,OFF-PA-1269,555.94,11,0.0,134.79
271,US-2023-100270,2023-11-27,CU-10068,OFF-PA-1270,270.32,8,0.0,85.25
272,US-2023-100271,2023-03-14,CU-10078,FUR-FU-1271,1674.57,8,0.15,-47.5
273,US-2023-100272,2023-07-07,CU-10058,OFF-LA-1272,522.72,12,0.2,62.6
274,US-2023-100273,2024-08-18,CU-10113,OFF-LA-1273,162.29,7,0.2,45.91
275,US-2023-100274,2024-07-10,CU-10037,OFF-BI-1274,299.13,13,0.0,33.46
276,US-2023-100275,2025-11-19,CU-10039,FUR-FU-1275,2193.41,8,0.2,14.44
277,US-2023-100276,2024-04-14,CU-10030,FUR-FU-1276,3026.88,6,0.0,-31.4
278,US-2023-100277,2023-02-07,CU-10066,FUR-CH-1277,2679.71,7,0.1,-193.12
279,US-2023-100278,2024-08-07,CU-10025,TEC-MA-1278,980.79,3,0.0,-19.73
280,US-2023-100279,2023-02-08,CU-10063,TEC-PH-1279,7834.76,11,0.1,1349.51
281,US-2023-100280,2024-04-23,CU-10090,OFF-BI-1280,52.65,1,0.0,14.35
282,US-2023-100281,2025-06-13,CU-10034,TEC-CO-1281,712.78,1,0.0,117.31
283,US-2023-100282,2023-04-22,CU-10063,FUR-BO-1282,2469.15,9,0.0,265.6
284,US-2023-100283,2025-02-20,CU-10069,TEC-MA-1283,351.54,1,0.5,78.74
285,US-2023-100284,2024-08-01,CU-10102,TEC-AC-1284,6953.31,13,0.0,1034.36
286,US-2023-100285,2023-11-01,CU-10076,FUR-TA-1285,345.86,3,0.2,37.37
287,US-2023-100286,2024-05-01,CU-10057,OFF-PA-1286,310.44,6,0.0,84.98
288,US-2023-100287,2025-08-20,CU-10116,OFF-AR-1287,119.93,3,0.15,16.38
289,US-2023-100288,2024-08-22,CU-10024,OFF-AR-1288,215.91,9,0.0,18.07
290,US-2023-100289,2024-02-22,CU-10065,FUR-BO-1289,1790.72,8,0.0,233.25
291,US-2023-100290,2024-11-13,CU-10033,OFF-LA-1290,471.87,10,0.1,94.14
292,US-2023-100291,2023-01-08,CU-10117,OFF-ST-1291,60.26,2,0.0,11.64
